Planet,Mission,Mission Type,Rotation,Item,Droprate,Droprate Category
Venus,Tessera ,(Defense),A,Lith B5 Relic,9.09,Rare
Venus,Tessera ,(Defense),B,Reflex Coil,8.33,Rare
Venus,Tessera ,(Defense),B,Cryo Rounds,8.33,Rare
Venus,Tessera ,(Defense),B,Hell's Chamber,8.33,Rare
Venus,Tessera ,(Defense),B,Shocking Touch,8.33,Rare
Venus,Tessera ,(Defense),B,50 Endo,8.33,Rare
Venus,Tessera ,(Defense),B,Meso T1 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso R1 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso Z1 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso B2 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso S8 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso T3 Relic,8.33,Rare
Venus,Tessera ,(Defense),B,Meso D3 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Metal Auger,8.33,Rare
Venus,Tessera ,(Defense),C,Ravage,8.33,Rare
Venus,Tessera ,(Defense),C,Continuity,8.33,Rare
Venus,Tessera ,(Defense),C,Master Thief,8.33,Rare
Venus,Tessera ,(Defense),C,80 Endo,8.33,Rare
Venus,Tessera ,(Defense),C,Meso T1 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso Z1 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso B2 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso S8 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso T3 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso D3 Relic,8.33,Rare
Venus,Tessera ,(Defense),C,Meso R1 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),A,500 Credits Cache,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,1000 Credits Cache,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,1500 Credits Cache,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,2000 Credits Cache,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,15 Endo,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,50 Endo,14.29,Uncommon
Venus,Kiliken ,(Excavation),A,80 Endo,14.29,Uncommon
Venus,Kiliken ,(Excavation),B,Parry,8.33,Rare
Venus,Kiliken ,(Excavation),B,Steel Fiber,8.33,Rare
Venus,Kiliken ,(Excavation),B,Serration,8.33,Rare
Venus,Kiliken ,(Excavation),B,Incendiary Coat,8.33,Rare
Venus,Kiliken ,(Excavation),B,Hornet Strike,8.33,Rare
Venus,Kiliken ,(Excavation),B,Intensify,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith H2 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith P1 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith O1 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith Z2 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith C3 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),B,Lith B5 Relic,8.33,Rare
Venus,Kiliken ,(Excavation),C,Lith H2 Relic,12.91,Uncommon
Venus,Kiliken ,(Excavation),C,Arrow Mutation,3.76,Rare
Venus,Kiliken ,(Excavation),C,Rifle Ammo Mutation,3.76,Rare
Venus,Kiliken ,(Excavation),C,Sniper Ammo Mutation,3.76,Rare
Venus,Kiliken ,(Excavation),C,Shotgun Ammo Mutation,3.76,Rare
Venus,Kiliken ,(Excavation),C,Pistol Ammo Mutation,3.76,Rare
Venus,Kiliken ,(Excavation),C,Cleanse Grineer,3.76,Rare
Venus,Kiliken ,(Excavation),C,Lith P1 Relic,12.91,Uncommon
Venus,Kiliken ,(Excavation),C,Lith O1 Relic,12.91,Uncommon
Venus,Kiliken ,(Excavation),C,Lith Z2 Relic,12.91,Uncommon
Venus,Kiliken ,(Excavation),C,Lith C3 Relic,12.91,Uncommon
Venus,Kiliken ,(Excavation),C,Lith B5 Relic,12.91,Uncommon
Venus,Romula ,(Defense),A,Vitality,6.9,Rare
Venus,Romula ,(Defense),A,Fast Deflection,6.9,Rare
Venus,Romula ,(Defense),A,Rush,7.37,Rare
Venus,Romula ,(Defense),A,Magazine Warp,6.9,Rare
Venus,Romula ,(Defense),A,Trick Mag,6.9,Rare
Venus,Romula ,(Defense),A,Pressure Point,1.01,Ultra Rare
Venus,Romula ,(Defense),A,Ammo Drum,7.37,Rare
Venus,Romula ,(Defense),A,Fast Hands,7.37,Rare
Venus,Romula ,(Defense),A,True Punishment,1.01,Ultra Rare
Venus,Romula ,(Defense),A,Lith H2 Relic,6.9,Rare
Venus,Romula ,(Defense),A,Lith P1 Relic,6.9,Rare
Venus,Romula ,(Defense),A,Lith O1 Relic,6.9,Rare
Venus,Romula ,(Defense),A,Lith Z2 Relic,6.9,Rare
Venus,Romula ,(Defense),A,Lith C3 Relic,6.9,Rare
Venus,Romula ,(Defense),A,Lith B5 Relic,6.9,Rare
Venus,Romula ,(Defense),B,Speed Trigger,8.43,Rare
Venus,Romula ,(Defense),B,Fast Hands,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Point Strike,8.43,Rare
Venus,Romula ,(Defense),B,Vital Sense,8.43,Rare
Venus,Romula ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Metal Auger,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Pistol Gambit,8.43,Rare
Venus,Romula ,(Defense),B,Target Cracker,8.43,Rare
Venus,Romula ,(Defense),B,No Return,8.43,Rare
Venus,Romula ,(Defense),B,Ravage,8.43,Rare
Venus,Romula ,(Defense),B,Blunderbuss,8.43,Rare
Venus,Romula ,(Defense),B,Point Blank,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Serration,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Fury,0.67,Legendary
Venus,Romula ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Pressure Point,8.43,Rare
Venus,Romula ,(Defense),B,True Punishment,0.67,Legendary
Venus,Romula ,(Defense),B,Quickening,0.67,Legendary
Venus,Romula ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Hellfire,7.59,Rare
Venus,Romula ,(Defense),C,Heated Charge,7.59,Rare
Venus,Romula ,(Defense),C,Molten Impact,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Streamline,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Intensify,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Thunderbolt,0.4,Legendary
Venus,Romula ,(Defense),C,50 Endo,7.59,Rare
Venus,Romula ,(Defense),C,80 Endo,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,True Punishment,0.4,Legendary
Venus,Romula ,(Defense),C,Quickening,0.4,Legendary
Venus,Romula ,(Defense),C,Enduring Strike,0.4,Legendary
Venus,Romula ,(Defense),C,Life Strike,0.4,Legendary
Venus,Romula ,(Defense),C,Meso T1 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Meso Z1 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Meso B2 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Neo L1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo N8 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo B5 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Meso S8 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Meso T3 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Meso D3 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Meso R1 Relic,7.59,Rare
Venus,Romula ,(Defense),C,Neo K2 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo G1 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo A2 Relic,1.58,Ultra Rare
Venus,Romula ,(Defense),C,Neo H2 Relic,1.58,Ultra Rare
Venus,Montes ,(Exterminate),,Morphic Transformer,5.64,Rare
Venus,Montes ,(Exterminate),,Automatic Trigger,38.72,Common
Venus,Montes ,(Exterminate),,Phaedra Receiver,5.64,Rare
Venus,Montes ,(Exterminate),,Extend,38.72,Common
Venus,Montes ,(Exterminate),,Shell Rush,5.64,Rare
Earth,Mantle ,(Capture),,Vitality,10.84,Uncommon
Earth,Mantle ,(Capture),,Fast Deflection,10.84,Uncommon
Earth,Mantle ,(Capture),,Rush,11.06,Uncommon
Earth,Mantle ,(Capture),,Magazine Warp,10.84,Uncommon
Earth,Mantle ,(Capture),,Trick Mag,10.84,Uncommon
Earth,Mantle ,(Capture),,Pressure Point,0.34,Legendary
Earth,Mantle ,(Capture),,Ammo Drum,11.06,Uncommon
Earth,Mantle ,(Capture),,Fast Hands,10.84,Uncommon
Earth,Mantle ,(Capture),,Quickdraw,10.84,Uncommon
Earth,Mantle ,(Capture),,Health Restore (Large),10.84,Uncommon
Earth,Mantle ,(Capture),,Omni Ammo Box,0.34,Legendary
Earth,Mantle ,(Capture),,North Wind,0.34,Legendary
Earth,Mantle ,(Capture),,Shocking Touch,0.34,Legendary
Earth,Mantle ,(Capture),,Molten Impact,0.34,Legendary
Earth,Mantle ,(Capture),,Stretch,0.34,Legendary
Earth,Cambria ,(Spy),A,Synthula,14.29,Uncommon
Earth,Cambria ,(Spy),A,1500 Credits Cache,14.29,Uncommon
Earth,Cambria ,(Spy),A,50 Endo,14.29,Uncommon
Earth,Cambria ,(Spy),A,80 Endo,14.29,Uncommon
Earth,Cambria ,(Spy),A,Reflection,14.29,Uncommon
Earth,Cambria ,(Spy),A,Reflex Guard,14.29,Uncommon
Earth,Cambria ,(Spy),A,Parry,14.29,Uncommon
Earth,Cambria ,(Spy),B,Lith H2 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),B,Lith P1 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),B,Lith O1 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),B,Lith Z2 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),B,Lith C3 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),B,Lith B5 Relic,16.67,Uncommon
Earth,Cambria ,(Spy),C,2000 Credits Cache,9.09,Rare
Earth,Cambria ,(Spy),C,3000 Credits Cache,9.09,Rare
Earth,Cambria ,(Spy),C,Reflection,9.09,Rare
Earth,Cambria ,(Spy),C,Parry,9.09,Rare
Earth,Cambria ,(Spy),C,Heavy Impact,9.09,Rare
Earth,Cambria ,(Spy),C,Serration,9.09,Rare
Earth,Cambria ,(Spy),C,Hornet Strike,9.09,Rare
Earth,Cambria ,(Spy),C,Metal Auger,9.09,Rare
Earth,Cambria ,(Spy),C,Volcanic Edge,9.09,Rare
Earth,Cambria ,(Spy),C,Vicious Frost,9.09,Rare
Earth,Cambria ,(Spy),C,Ivara Systems Blueprint,9.09,Rare
Earth,Everest ,(Excavation),A,500 Credits Cache,14.29,Uncommon
Earth,Everest ,(Excavation),A,1000 Credits Cache,14.29,Uncommon
Earth,Everest ,(Excavation),A,1500 Credits Cache,14.29,Uncommon
Earth,Everest ,(Excavation),A,2000 Credits Cache,14.29,Uncommon
Earth,Everest ,(Excavation),A,15 Endo,14.29,Uncommon
Earth,Everest ,(Excavation),A,50 Endo,14.29,Uncommon
Earth,Everest ,(Excavation),A,80 Endo,14.29,Uncommon
Earth,Everest ,(Excavation),B,Parry,8.33,Rare
Earth,Everest ,(Excavation),B,Steel Fiber,8.33,Rare
Earth,Everest ,(Excavation),B,Serration,8.33,Rare
Earth,Everest ,(Excavation),B,Incendiary Coat,8.33,Rare
Earth,Everest ,(Excavation),B,Hornet Strike,8.33,Rare
Earth,Everest ,(Excavation),B,Intensify,8.33,Rare
Earth,Everest ,(Excavation),B,Lith H2 Relic,8.33,Rare
Earth,Everest ,(Excavation),B,Lith P1 Relic,8.33,Rare
Earth,Everest ,(Excavation),B,Lith O1 Relic,8.33,Rare
Earth,Everest ,(Excavation),B,Lith Z2 Relic,8.33,Rare
Earth,Everest ,(Excavation),B,Lith C3 Relic,8.33,Rare
Earth,Everest ,(Excavation),B,Lith B5 Relic,8.33,Rare
Earth,Everest ,(Excavation),C,Lith H2 Relic,12.91,Uncommon
Earth,Everest ,(Excavation),C,Arrow Mutation,3.76,Rare
Earth,Everest ,(Excavation),C,Rifle Ammo Mutation,3.76,Rare
Earth,Everest ,(Excavation),C,Sniper Ammo Mutation,3.76,Rare
Earth,Everest ,(Excavation),C,Shotgun Ammo Mutation,3.76,Rare
Earth,Everest ,(Excavation),C,Pistol Ammo Mutation,3.76,Rare
Earth,Everest ,(Excavation),C,Cleanse Grineer,3.76,Rare
Earth,Everest ,(Excavation),C,Lith P1 Relic,12.91,Uncommon
Earth,Everest ,(Excavation),C,Lith O1 Relic,12.91,Uncommon
Earth,Everest ,(Excavation),C,Lith Z2 Relic,12.91,Uncommon
Earth,Everest ,(Excavation),C,Lith C3 Relic,12.91,Uncommon
Earth,Everest ,(Excavation),C,Lith B5 Relic,12.91,Uncommon
Earth,Pacific ,(Rescue),B,Vapor Specter Blueprint,100,Very Common
Earth,Pacific ,(Rescue),C,Phase Specter Blueprint,100,Very Common
Earth,Lith ,(Defense),A,Synthula,9.09,Rare
Earth,Lith ,(Defense),A,Magazine Warp,9.09,Rare
Earth,Lith ,(Defense),A,Trick Mag,9.09,Rare
Earth,Lith ,(Defense),A,Pressure Point,9.09,Rare
Earth,Lith ,(Defense),A,Ammo Drum,9.09,Rare
Earth,Lith ,(Defense),A,Lith H2 Relic,9.09,Rare
Earth,Lith ,(Defense),A,Lith P1 Relic,9.09,Rare
Earth,Lith ,(Defense),A,Lith O1 Relic,9.09,Rare
Earth,Lith ,(Defense),A,Lith Z2 Relic,9.09,Rare
Earth,Lith ,(Defense),A,Lith C3 Relic,9.09,Rare
Earth,Lith ,(Defense),A,Lith B5 Relic,9.09,Rare
Earth,Lith ,(Defense),B,Reflex Coil,8.33,Rare
Earth,Lith ,(Defense),B,Cryo Rounds,8.33,Rare
Earth,Lith ,(Defense),B,Hell's Chamber,8.33,Rare
Earth,Lith ,(Defense),B,Shocking Touch,8.33,Rare
Earth,Lith ,(Defense),B,50 Endo,8.33,Rare
Earth,Lith ,(Defense),B,Meso T1 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso R1 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso Z1 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso B2 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso S8 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso T3 Relic,8.33,Rare
Earth,Lith ,(Defense),B,Meso D3 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Metal Auger,8.33,Rare
Earth,Lith ,(Defense),C,Ravage,8.33,Rare
Earth,Lith ,(Defense),C,Continuity,8.33,Rare
Earth,Lith ,(Defense),C,Master Thief,8.33,Rare
Earth,Lith ,(Defense),C,80 Endo,8.33,Rare
Earth,Lith ,(Defense),C,Meso T1 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso Z1 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso B2 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso S8 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso T3 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso D3 Relic,8.33,Rare
Earth,Lith ,(Defense),C,Meso R1 Relic,8.33,Rare
Earth,Gaia ,(Interception),A,Vitality,10,Uncommon
Earth,Gaia ,(Interception),A,Magazine Warp,10,Uncommon
Earth,Gaia ,(Interception),A,Trick Mag,10,Uncommon
Earth,Gaia ,(Interception),A,Synthula,10,Uncommon
Earth,Gaia ,(Interception),A,Lith H2 Relic,10,Uncommon
Earth,Gaia ,(Interception),A,Lith P1 Relic,10,Uncommon
Earth,Gaia ,(Interception),A,Lith O1 Relic,10,Uncommon
Earth,Gaia ,(Interception),A,Lith Z2 Relic,10,Uncommon
Earth,Gaia ,(Interception),A,Lith C3 Relic,10,Uncommon
Earth,Gaia ,(Interception),A,Lith B5 Relic,10,Uncommon
Earth,Gaia ,(Interception),B,Speed Trigger,5.88,Rare
Earth,Gaia ,(Interception),B,Fast Deflection,5.88,Rare
Earth,Gaia ,(Interception),B,Rush,5.88,Rare
Earth,Gaia ,(Interception),B,Target Cracker,5.88,Rare
Earth,Gaia ,(Interception),B,No Return,5.88,Rare
Earth,Gaia ,(Interception),B,Serration,5.88,Rare
Earth,Gaia ,(Interception),B,Hornet Strike,5.88,Rare
Earth,Gaia ,(Interception),B,Reflex Coil,5.88,Rare
Earth,Gaia ,(Interception),B,Deep Freeze,5.88,Rare
Earth,Gaia ,(Interception),B,North Wind,5.88,Rare
Earth,Gaia ,(Interception),B,Meso T1 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso Z1 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso B2 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso S8 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso T3 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso D3 Relic,5.88,Rare
Earth,Gaia ,(Interception),B,Meso R1 Relic,5.88,Rare
Earth,Gaia ,(Interception),C,Natural Talent,2.58,Rare
Earth,Gaia ,(Interception),C,Meso T1 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso Z1 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso B2 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso S8 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso T3 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso D3 Relic,13.92,Uncommon
Earth,Gaia ,(Interception),C,Meso R1 Relic,13.92,Uncommon
Earth,Cervantes ,(Caches),A,1000 Credits Cache,25,Uncommon
Earth,Cervantes ,(Caches),A,1500 Credits Cache,25,Uncommon
Earth,Cervantes ,(Caches),A,2000 Credits Cache,25,Uncommon
Earth,Cervantes ,(Caches),A,2500 Credits Cache,25,Uncommon
Earth,Cervantes ,(Caches),B,300X Ferrite,12.18,Uncommon
Earth,Cervantes ,(Caches),B,150X Rubedo,12.18,Uncommon
Earth,Cervantes ,(Caches),B,Detonite Ampule,12.18,Uncommon
Earth,Cervantes ,(Caches),B,45 Endo,12.18,Uncommon
Earth,Cervantes ,(Caches),B,75 Endo,12.18,Uncommon
Earth,Cervantes ,(Caches),B,2500 Credits Cache,12.18,Uncommon
Earth,Cervantes ,(Caches),B,3000 Credits Cache,12.18,Uncommon
Earth,Cervantes ,(Caches),B,Neurodes,12.18,Uncommon
Earth,Cervantes ,(Caches),B,Kubrow Egg,2.58,Rare
Earth,Cervantes ,(Caches),C,Health Restore (Large),15.1,Uncommon
Earth,Cervantes ,(Caches),C,80 Endo,15.1,Uncommon
Earth,Cervantes ,(Caches),C,100 Endo,15.1,Uncommon
Earth,Cervantes ,(Caches),C,Neurodes,15.1,Uncommon
Earth,Cervantes ,(Caches),C,Bite,3.67,Rare
Earth,Cervantes ,(Caches),C,Link Armor,3.67,Rare
Earth,Cervantes ,(Caches),C,Link Health,3.67,Rare
Earth,Cervantes ,(Caches),C,Link Shields,3.67,Rare
Earth,Cervantes ,(Caches),C,Maul,3.67,Rare
Earth,Cervantes ,(Caches),C,Hastened Deflection,3.67,Rare
Earth,Cervantes ,(Caches),C,Forma Blueprint,2,Rare
Earth,Cervantes ,(Caches),C,Forma,0.5,Legendary
Earth,Oro ,(Assassination),,Hydroid Neuroptics Blueprint,38.72,Common
Earth,Oro ,(Assassination),,Hydroid Chassis Blueprint,38.72,Common
Earth,Oro ,(Assassination),,Hydroid Systems Blueprint,22.56,Uncommon
Earth,Coba ,(Defense),A,Vitality,6.9,Rare
Earth,Coba ,(Defense),A,Fast Deflection,6.9,Rare
Earth,Coba ,(Defense),A,Rush,7.37,Rare
Earth,Coba ,(Defense),A,Magazine Warp,6.9,Rare
Earth,Coba ,(Defense),A,Trick Mag,6.9,Rare
Earth,Coba ,(Defense),A,Pressure Point,1.01,Ultra Rare
Earth,Coba ,(Defense),A,Ammo Drum,7.37,Rare
Earth,Coba ,(Defense),A,Fast Hands,7.37,Rare
Earth,Coba ,(Defense),A,True Punishment,1.01,Ultra Rare
Earth,Coba ,(Defense),A,Lith H2 Relic,6.9,Rare
Earth,Coba ,(Defense),A,Lith P1 Relic,6.9,Rare
Earth,Coba ,(Defense),A,Lith O1 Relic,6.9,Rare
Earth,Coba ,(Defense),A,Lith Z2 Relic,6.9,Rare
Earth,Coba ,(Defense),A,Lith C3 Relic,6.9,Rare
Earth,Coba ,(Defense),A,Lith B5 Relic,6.9,Rare
Earth,Coba ,(Defense),B,Speed Trigger,8.43,Rare
Earth,Coba ,(Defense),B,Fast Hands,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Point Strike,8.43,Rare
Earth,Coba ,(Defense),B,Vital Sense,8.43,Rare
Earth,Coba ,(Defense),B,Piercing Hit,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Metal Auger,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Pistol Gambit,8.43,Rare
Earth,Coba ,(Defense),B,Target Cracker,8.43,Rare
Earth,Coba ,(Defense),B,No Return,8.43,Rare
Earth,Coba ,(Defense),B,Ravage,8.43,Rare
Earth,Coba ,(Defense),B,Blunderbuss,8.43,Rare
Earth,Coba ,(Defense),B,Point Blank,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Serration,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Hornet Strike,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Fury,0.67,Legendary
Earth,Coba ,(Defense),B,Reflex Coil,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Pressure Point,8.43,Rare
Earth,Coba ,(Defense),B,True Punishment,0.67,Legendary
Earth,Coba ,(Defense),B,Quickening,0.67,Legendary
Earth,Coba ,(Defense),B,Meso T1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso Z1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso B2 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso S8 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso T3 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso D3 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),B,Meso R1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Hellfire,7.59,Rare
Earth,Coba ,(Defense),C,Heated Charge,7.59,Rare
Earth,Coba ,(Defense),C,Molten Impact,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Barrel Diffusion,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Streamline,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Intensify,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo S7 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Thunderbolt,0.4,Legendary
Earth,Coba ,(Defense),C,50 Endo,7.59,Rare
Earth,Coba ,(Defense),C,80 Endo,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo M1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,True Punishment,0.4,Legendary
Earth,Coba ,(Defense),C,Quickening,0.4,Legendary
Earth,Coba ,(Defense),C,Enduring Strike,0.4,Legendary
Earth,Coba ,(Defense),C,Life Strike,0.4,Legendary
Earth,Coba ,(Defense),C,Meso T1 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Meso Z1 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Meso B2 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Neo L1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo N8 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo B5 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Meso S8 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Meso T3 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Meso D3 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Meso R1 Relic,7.59,Rare
Earth,Coba ,(Defense),C,Neo K2 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo G1 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo A2 Relic,1.58,Ultra Rare
Earth,Coba ,(Defense),C,Neo H2 Relic,1.58,Ultra Rare
Earth,Erpo ,(Mobile Defense),,Polar Magazine,38.72,Common
Earth,Erpo ,(Mobile Defense),,Superior Defenses,38.72,Common
Earth,Erpo ,(Mobile Defense),,Meteor Crash,3.76,Rare
Earth,Erpo ,(Mobile Defense),,Nebula Bore,3.76,Rare
Earth,Erpo ,(Mobile Defense),,Astral Slash,3.76,Rare
Earth,Erpo ,(Mobile Defense),,Comet Blast,3.76,Rare
Earth,Erpo ,(Mobile Defense),,Quasar Drill,3.76,Rare
Earth,Erpo ,(Mobile Defense),,Zodiac Shred,3.76,Rare
Earth,Tikal ,(Excavation),A,500 Credits Cache,14.29,Uncommon
Earth,Tikal ,(Excavation),A,1000 Credits Cache,14.29,Uncommon
Earth,Tikal ,(Excavation),A,1500 Credits Cache,14.29,Uncommon
Earth,Tikal ,(Excavation),A,2000 Credits Cache,14.29,Uncommon
Earth,Tikal ,(Excavation),A,15 Endo,14.29,Uncommon
Earth,Tikal ,(Excavation),A,50 Endo,14.29,Uncommon
Earth,Tikal ,(Excavation),A,80 Endo,14.29,Uncommon
Earth,Tikal ,(Excavation),B,Parry,8.33,Rare
Earth,Tikal ,(Excavation),B,Steel Fiber,8.33,Rare
Earth,Tikal ,(Excavation),B,Serration,8.33,Rare
Earth,Tikal ,(Excavation),B,Incendiary Coat,8.33,Rare
Earth,Tikal ,(Excavation),B,Hornet Strike,8.33,Rare
Earth,Tikal ,(Excavation),B,Intensify,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith H2 Relic,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith P1 Relic,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith O1 Relic,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith Z2 Relic,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith C3 Relic,8.33,Rare
Earth,Tikal ,(Excavation),B,Lith B5 Relic,8.33,Rare
Earth,Tikal ,(Excavation),C,Lith H2 Relic,12.91,Uncommon
Earth,Tikal ,(Excavation),C,Arrow Mutation,3.76,Rare
Earth,Tikal ,(Excavation),C,Rifle Ammo Mutation,3.76,Rare
Earth,Tikal ,(Excavation),C,Sniper Ammo Mutation,3.76,Rare
Earth,Tikal ,(Excavation),C,Shotgun Ammo Mutation,3.76,Rare
Earth,Tikal ,(Excavation),C,Pistol Ammo Mutation,3.76,Rare
Earth,Tikal ,(Excavation),C,Cleanse Grineer,3.76,Rare
Earth,Tikal ,(Excavation),C,Lith P1 Relic,12.91,Uncommon
