LongName,RelicTier,Relic,Tier,Item,Droprate,Droprate Category
Axi H1 Relic,Axi,H1,Intact,Helios Prime Cerebrum,2.00,Rare
Axi H1 Relic,Axi,H1,Intact,Akstiletto Prime Receiver,11.00,Uncommon
Axi H1 Relic,Axi,H1,Intact,Trinity Prime Chassis Blueprint,11.00,Uncommon
Axi H1 Relic,Axi,H1,Intact,Forma Blueprint,25.33,Uncommon
Axi H1 Relic,Axi,H1,Intact,Fragor Prime Head,25.33,Uncommon
Axi H1 Relic,Axi,H1,Intact,Vectis Prime Barrel,25.33,Uncommon
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Helios Prime Cerebrum,4.00,Rare
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Akstiletto Prime Receiver,13.00,Uncommon
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Trinity Prime Chassis Blueprint,13.00,Uncommon
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Forma Blueprint,23.33,Uncommon
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Fragor Prime Head,23.33,Uncommon
Axi H1 Relic (Exceptional),Axi,H1,Exceptional,Vectis Prime Barrel,23.33,Uncommon
Axi H1 Relic (Flawless),Axi,H1,Flawless,Helios Prime Cerebrum,6.00,Rare
Axi H1 Relic (Flawless),Axi,H1,Flawless,Akstiletto Prime Receiver,17.00,Uncommon
Axi H1 Relic (Flawless),Axi,H1,Flawless,Trinity Prime Chassis Blueprint,17.00,Uncommon
Axi H1 Relic (Flawless),Axi,H1,Flawless,Forma Blueprint,20.00,Uncommon
Axi H1 Relic (Flawless),Axi,H1,Flawless,Fragor Prime Head,20.00,Uncommon
Axi H1 Relic (Flawless),Axi,H1,Flawless,Vectis Prime Barrel,20.00,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Helios Prime Cerebrum,10.00,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Akstiletto Prime Receiver,20.00,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Trinity Prime Chassis Blueprint,20.00,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Forma Blueprint,16.67,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Fragor Prime Head,16.67,Uncommon
Axi H1 Relic (Radiant),Axi,H1,Radiant,Vectis Prime Barrel,16.67,Uncommon
Axi H2 Relic,Axi,H2,Intact,Helios Prime Cerebrum,2.00,Rare
Axi H2 Relic,Axi,H2,Intact,Trinity Prime Chassis Blueprint,11.00,Uncommon
Axi H2 Relic,Axi,H2,Intact,Akstiletto Prime Barrel,11.00,Uncommon
Axi H2 Relic,Axi,H2,Intact,Oberon Prime Chassis Blueprint,25.33,Uncommon
Axi H2 Relic,Axi,H2,Intact,Lex Prime Receiver,25.33,Uncommon
Axi H2 Relic,Axi,H2,Intact,Fang Prime Handle,25.33,Uncommon
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Helios Prime Cerebrum,4.00,Rare
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Trinity Prime Chassis Blueprint,13.00,Uncommon
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Akstiletto Prime Barrel,13.00,Uncommon
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Oberon Prime Chassis Blueprint,23.33,Uncommon
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Lex Prime Receiver,23.33,Uncommon
Axi H2 Relic (Exceptional),Axi,H2,Exceptional,Fang Prime Handle,23.33,Uncommon
Axi H2 Relic (Flawless),Axi,H2,Flawless,Helios Prime Cerebrum,6.00,Rare
Axi H2 Relic (Flawless),Axi,H2,Flawless,Trinity Prime Chassis Blueprint,17.00,Uncommon
Axi H2 Relic (Flawless),Axi,H2,Flawless,Akstiletto Prime Barrel,17.00,Uncommon
Axi H2 Relic (Flawless),Axi,H2,Flawless,Oberon Prime Chassis Blueprint,20.00,Uncommon
Axi H2 Relic (Flawless),Axi,H2,Flawless,Lex Prime Receiver,20.00,Uncommon
Axi H2 Relic (Flawless),Axi,H2,Flawless,Fang Prime Handle,20.00,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Helios Prime Cerebrum,10.00,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Trinity Prime Chassis Blueprint,20.00,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Akstiletto Prime Barrel,20.00,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Oberon Prime Chassis Blueprint,16.67,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Lex Prime Receiver,16.67,Uncommon
Axi H2 Relic (Radiant),Axi,H2,Radiant,Fang Prime Handle,16.67,Uncommon
Axi H3 Relic,Axi,H3,Intact,Hydroid Prime Systems Blueprint,2.00,Rare
Axi H3 Relic,Axi,H3,Intact,Burston Prime Barrel,11.00,Uncommon
Axi H3 Relic,Axi,H3,Intact,Forma Blueprint,11.00,Uncommon
Axi H3 Relic,Axi,H3,Intact,Kronen Prime Blueprint,25.33,Uncommon
Axi H3 Relic,Axi,H3,Intact,Cernos Prime Grip,25.33,Uncommon
Axi H3 Relic,Axi,H3,Intact,Helios Prime Carapace,25.33,Uncommon
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Hydroid Prime Systems Blueprint,4.00,Rare
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Burston Prime Barrel,13.00,Uncommon
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Forma Blueprint,13.00,Uncommon
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Kronen Prime Blueprint,23.33,Uncommon
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Cernos Prime Grip,23.33,Uncommon
Axi H3 Relic (Exceptional),Axi,H3,Exceptional,Helios Prime Carapace,23.33,Uncommon
Axi H3 Relic (Flawless),Axi,H3,Flawless,Hydroid Prime Systems Blueprint,6.00,Rare
Axi H3 Relic (Flawless),Axi,H3,Flawless,Burston Prime Barrel,17.00,Uncommon
Axi H3 Relic (Flawless),Axi,H3,Flawless,Forma Blueprint,17.00,Uncommon
Axi H3 Relic (Flawless),Axi,H3,Flawless,Kronen Prime Blueprint,20.00,Uncommon
Axi H3 Relic (Flawless),Axi,H3,Flawless,Cernos Prime Grip,20.00,Uncommon
Axi H3 Relic (Flawless),Axi,H3,Flawless,Helios Prime Carapace,20.00,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Hydroid Prime Systems Blueprint,10.00,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Burston Prime Barrel,20.00,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Forma Blueprint,20.00,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Kronen Prime Blueprint,16.67,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Cernos Prime Grip,16.67,Uncommon
Axi H3 Relic (Radiant),Axi,H3,Radiant,Helios Prime Carapace,16.67,Uncommon
Axi K1 Relic,Axi,K1,Intact,Kavasa Prime Buckle,2.00,Rare
Axi K1 Relic,Axi,K1,Intact,Forma Blueprint,11.00,Uncommon
Axi K1 Relic,Axi,K1,Intact,Odonata Prime Harness Blueprint,25.33,Uncommon
Axi K1 Relic,Axi,K1,Intact,Hikou Prime Pouch,25.33,Uncommon
Axi K1 Relic,Axi,K1,Intact,Akstiletto Prime Receiver,11.00,Uncommon
Axi K1 Relic,Axi,K1,Intact,Lex Prime Barrel,25.33,Uncommon
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Kavasa Prime Buckle,4.00,Rare
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Forma Blueprint,13.00,Uncommon
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Odonata Prime Harness Blueprint,23.33,Uncommon
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Hikou Prime Pouch,23.33,Uncommon
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Akstiletto Prime Receiver,13.00,Uncommon
Axi K1 Relic (Exceptional),Axi,K1,Exceptional,Lex Prime Barrel,23.33,Uncommon
Axi K1 Relic (Flawless),Axi,K1,Flawless,Kavasa Prime Buckle,6.00,Rare
Axi K1 Relic (Flawless),Axi,K1,Flawless,Forma Blueprint,17.00,Uncommon
Axi K1 Relic (Flawless),Axi,K1,Flawless,Odonata Prime Harness Blueprint,20.00,Uncommon
Axi K1 Relic (Flawless),Axi,K1,Flawless,Hikou Prime Pouch,20.00,Uncommon
Axi K1 Relic (Flawless),Axi,K1,Flawless,Akstiletto Prime Receiver,17.00,Uncommon
Axi K1 Relic (Flawless),Axi,K1,Flawless,Lex Prime Barrel,20.00,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Kavasa Prime Buckle,10.00,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Forma Blueprint,20.00,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Odonata Prime Harness Blueprint,16.67,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Hikou Prime Pouch,16.67,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Akstiletto Prime Receiver,20.00,Uncommon
Axi K1 Relic (Radiant),Axi,K1,Radiant,Lex Prime Barrel,16.67,Uncommon
Axi K2 Relic,Axi,K2,Intact,Kronen Prime Blade,2.00,Rare
Axi K2 Relic,Axi,K2,Intact,Cernos Prime String,11.00,Uncommon
Axi K2 Relic,Axi,K2,Intact,Galatine Prime Handle,11.00,Uncommon
Axi K2 Relic,Axi,K2,Intact,Orthos Prime Handle,25.33,Uncommon
Axi K2 Relic,Axi,K2,Intact,Sybaris Prime Blueprint,25.33,Uncommon
Axi K2 Relic,Axi,K2,Intact,Forma Blueprint,25.33,Uncommon
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Kronen Prime Blade,4.00,Rare
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Cernos Prime String,13.00,Uncommon
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Galatine Prime Handle,13.00,Uncommon
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Orthos Prime Handle,23.33,Uncommon
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Sybaris Prime Blueprint,23.33,Uncommon
Axi K2 Relic (Exceptional),Axi,K2,Exceptional,Forma Blueprint,23.33,Uncommon
Axi K2 Relic (Flawless),Axi,K2,Flawless,Kronen Prime Blade,6.00,Rare
Axi K2 Relic (Flawless),Axi,K2,Flawless,Cernos Prime String,17.00,Uncommon
Axi K2 Relic (Flawless),Axi,K2,Flawless,Galatine Prime Handle,17.00,Uncommon
Axi K2 Relic (Flawless),Axi,K2,Flawless,Orthos Prime Handle,20.00,Uncommon
Axi K2 Relic (Flawless),Axi,K2,Flawless,Sybaris Prime Blueprint,20.00,Uncommon
Axi K2 Relic (Flawless),Axi,K2,Flawless,Forma Blueprint,20.00,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Kronen Prime Blade,10.00,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Cernos Prime String,20.00,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Galatine Prime Handle,20.00,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Orthos Prime Handle,16.67,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Sybaris Prime Blueprint,16.67,Uncommon
Axi K2 Relic (Radiant),Axi,K2,Radiant,Forma Blueprint,16.67,Uncommon
Axi K3 Relic,Axi,K3,Intact,Kronen Prime Blade,2.00,Rare
Axi K3 Relic,Axi,K3,Intact,Pyrana Prime Receiver,11.00,Uncommon
Axi K3 Relic,Axi,K3,Intact,Banshee Prime Blueprint,11.00,Uncommon
Axi K3 Relic,Axi,K3,Intact,Paris Prime Blueprint,25.33,Uncommon
Axi K3 Relic,Axi,K3,Intact,Tiberon Prime Receiver,25.33,Uncommon
Axi K3 Relic,Axi,K3,Intact,Cernos Prime Grip,25.33,Uncommon
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Kronen Prime Blade,4.00,Rare
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Pyrana Prime Receiver,13.00,Uncommon
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Banshee Prime Blueprint,13.00,Uncommon
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Paris Prime Blueprint,23.33,Uncommon
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Tiberon Prime Receiver,23.33,Uncommon
Axi K3 Relic (Exceptional),Axi,K3,Exceptional,Cernos Prime Grip,23.33,Uncommon
Axi K3 Relic (Flawless),Axi,K3,Flawless,Kronen Prime Blade,6.00,Rare
Axi K3 Relic (Flawless),Axi,K3,Flawless,Pyrana Prime Receiver,17.00,Uncommon
Axi K3 Relic (Flawless),Axi,K3,Flawless,Banshee Prime Blueprint,17.00,Uncommon
Axi K3 Relic (Flawless),Axi,K3,Flawless,Paris Prime Blueprint,20.00,Uncommon
Axi K3 Relic (Flawless),Axi,K3,Flawless,Tiberon Prime Receiver,20.00,Uncommon
Axi K3 Relic (Flawless),Axi,K3,Flawless,Cernos Prime Grip,20.00,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Kronen Prime Blade,10.00,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Pyrana Prime Receiver,20.00,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Banshee Prime Blueprint,20.00,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Paris Prime Blueprint,16.67,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Tiberon Prime Receiver,16.67,Uncommon
Axi K3 Relic (Radiant),Axi,K3,Radiant,Cernos Prime Grip,16.67,Uncommon
Axi K4 Relic,Axi,K4,Intact,Kronen Prime Blade,2.00,Rare
Axi K4 Relic,Axi,K4,Intact,Kogake Prime Blueprint,11.00,Uncommon
Axi K4 Relic,Axi,K4,Intact,Destreza Prime Blueprint,11.00,Uncommon
Axi K4 Relic,Axi,K4,Intact,Paris Prime Blueprint,25.33,Uncommon
Axi K4 Relic,Axi,K4,Intact,Forma Blueprint,25.33,Uncommon
Axi K4 Relic,Axi,K4,Intact,Sybaris Prime Stock,25.33,Uncommon
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Kronen Prime Blade,4.00,Rare
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Kogake Prime Blueprint,13.00,Uncommon
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Destreza Prime Blueprint,13.00,Uncommon
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Paris Prime Blueprint,23.33,Uncommon
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Forma Blueprint,23.33,Uncommon
Axi K4 Relic (Exceptional),Axi,K4,Exceptional,Sybaris Prime Stock,23.33,Uncommon
Axi K4 Relic (Flawless),Axi,K4,Flawless,Kronen Prime Blade,6.00,Rare
Axi K4 Relic (Flawless),Axi,K4,Flawless,Kogake Prime Blueprint,17.00,Uncommon
Axi K4 Relic (Flawless),Axi,K4,Flawless,Destreza Prime Blueprint,17.00,Uncommon
Axi K4 Relic (Flawless),Axi,K4,Flawless,Paris Prime Blueprint,20.00,Uncommon
Axi K4 Relic (Flawless),Axi,K4,Flawless,Forma Blueprint,20.00,Uncommon
Axi K4 Relic (Flawless),Axi,K4,Flawless,Sybaris Prime Stock,20.00,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Kronen Prime Blade,10.00,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Kogake Prime Blueprint,20.00,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Destreza Prime Blueprint,20.00,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Paris Prime Blueprint,16.67,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Forma Blueprint,16.67,Uncommon
Axi K4 Relic (Radiant),Axi,K4,Radiant,Sybaris Prime Stock,16.67,Uncommon
Axi L1 Relic,Axi,L1,Intact,Loki Prime Systems Blueprint,2.00,Rare
Axi L1 Relic,Axi,L1,Intact,Forma Blueprint,11.00,Uncommon
Axi L1 Relic,Axi,L1,Intact,Glaive Prime Blade,11.00,Uncommon
Axi L1 Relic,Axi,L1,Intact,Reaper Prime Blueprint,25.33,Uncommon
Axi L1 Relic,Axi,L1,Intact,Wyrm Prime Carapace,25.33,Uncommon
Axi L1 Relic,Axi,L1,Intact,Latron Prime Blueprint,25.33,Uncommon
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Loki Prime Systems Blueprint,4.00,Rare
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Forma Blueprint,13.00,Uncommon
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Glaive Prime Blade,13.00,Uncommon
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Reaper Prime Blueprint,23.33,Uncommon
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Wyrm Prime Carapace,23.33,Uncommon
Axi L1 Relic (Exceptional),Axi,L1,Exceptional,Latron Prime Blueprint,23.33,Uncommon
Axi L1 Relic (Flawless),Axi,L1,Flawless,Loki Prime Systems Blueprint,6.00,Rare
Axi L1 Relic (Flawless),Axi,L1,Flawless,Forma Blueprint,17.00,Uncommon
Axi L1 Relic (Flawless),Axi,L1,Flawless,Glaive Prime Blade,17.00,Uncommon
Axi L1 Relic (Flawless),Axi,L1,Flawless,Reaper Prime Blueprint,20.00,Uncommon
Axi L1 Relic (Flawless),Axi,L1,Flawless,Wyrm Prime Carapace,20.00,Uncommon
Axi L1 Relic (Flawless),Axi,L1,Flawless,Latron Prime Blueprint,20.00,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Loki Prime Systems Blueprint,10.00,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Forma Blueprint,20.00,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Glaive Prime Blade,20.00,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Reaper Prime Blueprint,16.67,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Wyrm Prime Carapace,16.67,Uncommon
Axi L1 Relic (Radiant),Axi,L1,Radiant,Latron Prime Blueprint,16.67,Uncommon
Axi L2 Relic,Axi,L2,Intact,Limbo Prime Neuroptics Blueprint,2.00,Rare
Axi L2 Relic,Axi,L2,Intact,Forma Blueprint,11.00,Uncommon
Axi L2 Relic,Axi,L2,Intact,Tiberon Prime Blueprint,11.00,Uncommon
Axi L2 Relic,Axi,L2,Intact,Orthos Prime Handle,25.33,Uncommon
Axi L2 Relic,Axi,L2,Intact,Braton Prime Blueprint,25.33,Uncommon
Axi L2 Relic,Axi,L2,Intact,Nami Skyla Prime Blueprint,25.33,Uncommon
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Limbo Prime Neuroptics Blueprint,4.00,Rare
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Forma Blueprint,13.00,Uncommon
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Tiberon Prime Blueprint,13.00,Uncommon
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Orthos Prime Handle,23.33,Uncommon
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Braton Prime Blueprint,23.33,Uncommon
Axi L2 Relic (Exceptional),Axi,L2,Exceptional,Nami Skyla Prime Blueprint,23.33,Uncommon
Axi L2 Relic (Flawless),Axi,L2,Flawless,Limbo Prime Neuroptics Blueprint,6.00,Rare
Axi L2 Relic (Flawless),Axi,L2,Flawless,Forma Blueprint,17.00,Uncommon
Axi L2 Relic (Flawless),Axi,L2,Flawless,Tiberon Prime Blueprint,17.00,Uncommon
Axi L2 Relic (Flawless),Axi,L2,Flawless,Orthos Prime Handle,20.00,Uncommon
Axi L2 Relic (Flawless),Axi,L2,Flawless,Braton Prime Blueprint,20.00,Uncommon
Axi L2 Relic (Flawless),Axi,L2,Flawless,Nami Skyla Prime Blueprint,20.00,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Limbo Prime Neuroptics Blueprint,10.00,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Forma Blueprint,20.00,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Tiberon Prime Blueprint,20.00,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Orthos Prime Handle,16.67,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Braton Prime Blueprint,16.67,Uncommon
Axi L2 Relic (Radiant),Axi,L2,Radiant,Nami Skyla Prime Blueprint,16.67,Uncommon
Axi N1 Relic,Axi,N1,Intact,Akstiletto Prime Link,11.00,Uncommon
Axi N1 Relic,Axi,N1,Intact,Braton Prime Blueprint,25.33,Uncommon
Axi N1 Relic,Axi,N1,Intact,Forma Blueprint,25.33,Uncommon
Axi N1 Relic,Axi,N1,Intact,Odonata Prime Wings Blueprint,11.00,Uncommon
Axi N1 Relic,Axi,N1,Intact,Fang Prime Blade,25.33,Uncommon
Axi N1 Relic,Axi,N1,Intact,Ash Prime Systems Blueprint,2.00,Rare
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Akstiletto Prime Link,13.00,Uncommon
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Braton Prime Blueprint,23.33,Uncommon
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Forma Blueprint,23.33,Uncommon
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Odonata Prime Wings Blueprint,13.00,Uncommon
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Fang Prime Blade,23.33,Uncommon
Axi N1 Relic (Exceptional),Axi,N1,Exceptional,Ash Prime Systems Blueprint,4.00,Rare
Axi N1 Relic (Flawless),Axi,N1,Flawless,Akstiletto Prime Link,17.00,Uncommon
Axi N1 Relic (Flawless),Axi,N1,Flawless,Braton Prime Blueprint,20.00,Uncommon
Axi N1 Relic (Flawless),Axi,N1,Flawless,Forma Blueprint,20.00,Uncommon
Axi N1 Relic (Flawless),Axi,N1,Flawless,Odonata Prime Wings Blueprint,17.00,Uncommon
Axi N1 Relic (Flawless),Axi,N1,Flawless,Fang Prime Blade,20.00,Uncommon
Axi N1 Relic (Flawless),Axi,N1,Flawless,Ash Prime Systems Blueprint,6.00,Rare
Axi N1 Relic (Radiant),Axi,N1,Radiant,Akstiletto Prime Link,20.00,Uncommon
Axi N1 Relic (Radiant),Axi,N1,Radiant,Braton Prime Blueprint,16.67,Uncommon
Axi N1 Relic (Radiant),Axi,N1,Radiant,Forma Blueprint,16.67,Uncommon
Axi N1 Relic (Radiant),Axi,N1,Radiant,Odonata Prime Wings Blueprint,20.00,Uncommon
Axi N1 Relic (Radiant),Axi,N1,Radiant,Fang Prime Blade,16.67,Uncommon
Axi N1 Relic (Radiant),Axi,N1,Radiant,Ash Prime Systems Blueprint,10.00,Uncommon
Axi N2 Relic,Axi,N2,Intact,Carrier Prime Carapace,25.33,Uncommon
Axi N2 Relic,Axi,N2,Intact,Lex Prime Receiver,25.33,Uncommon
Axi N2 Relic,Axi,N2,Intact,Forma Blueprint,11.00,Uncommon
Axi N2 Relic,Axi,N2,Intact,Nikana Prime Hilt,2.00,Rare
Axi N2 Relic,Axi,N2,Intact,Ash Prime Neuroptics Blueprint,11.00,Uncommon
Axi N2 Relic,Axi,N2,Intact,Bronco Prime Blueprint,25.33,Uncommon
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Carrier Prime Carapace,23.33,Uncommon
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Lex Prime Receiver,23.33,Uncommon
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Forma Blueprint,13.00,Uncommon
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Nikana Prime Hilt,4.00,Rare
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Ash Prime Neuroptics Blueprint,13.00,Uncommon
Axi N2 Relic (Exceptional),Axi,N2,Exceptional,Bronco Prime Blueprint,23.33,Uncommon
Axi N2 Relic (Flawless),Axi,N2,Flawless,Carrier Prime Carapace,20.00,Uncommon
Axi N2 Relic (Flawless),Axi,N2,Flawless,Lex Prime Receiver,20.00,Uncommon
Axi N2 Relic (Flawless),Axi,N2,Flawless,Forma Blueprint,17.00,Uncommon
Axi N2 Relic (Flawless),Axi,N2,Flawless,Nikana Prime Hilt,6.00,Rare
Axi N2 Relic (Flawless),Axi,N2,Flawless,Ash Prime Neuroptics Blueprint,17.00,Uncommon
Axi N2 Relic (Flawless),Axi,N2,Flawless,Bronco Prime Blueprint,20.00,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Carrier Prime Carapace,16.67,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Lex Prime Receiver,16.67,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Forma Blueprint,20.00,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Nikana Prime Hilt,10.00,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Ash Prime Neuroptics Blueprint,20.00,Uncommon
Axi N2 Relic (Radiant),Axi,N2,Radiant,Bronco Prime Blueprint,16.67,Uncommon
Axi N3 Relic,Axi,N3,Intact,Nekros Prime Blueprint,2.00,Rare
Axi N3 Relic,Axi,N3,Intact,Volt Prime Blueprint,11.00,Uncommon
Axi N3 Relic,Axi,N3,Intact,Bronco Prime Barrel,11.00,Uncommon
Axi N3 Relic,Axi,N3,Intact,Paris Prime Upper Limb,25.33,Uncommon
Axi N3 Relic,Axi,N3,Intact,Dual Kamas Prime Blueprint,25.33,Uncommon
Axi N3 Relic,Axi,N3,Intact,Forma Blueprint,25.33,Uncommon
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Nekros Prime Blueprint,4.00,Rare
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Volt Prime Blueprint,13.00,Uncommon
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Bronco Prime Barrel,13.00,Uncommon
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Paris Prime Upper Limb,23.33,Uncommon
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Dual Kamas Prime Blueprint,23.33,Uncommon
Axi N3 Relic (Exceptional),Axi,N3,Exceptional,Forma Blueprint,23.33,Uncommon
Axi N3 Relic (Flawless),Axi,N3,Flawless,Nekros Prime Blueprint,6.00,Rare
Axi N3 Relic (Flawless),Axi,N3,Flawless,Volt Prime Blueprint,17.00,Uncommon
Axi N3 Relic (Flawless),Axi,N3,Flawless,Bronco Prime Barrel,17.00,Uncommon
Axi N3 Relic (Flawless),Axi,N3,Flawless,Paris Prime Upper Limb,20.00,Uncommon
Axi N3 Relic (Flawless),Axi,N3,Flawless,Dual Kamas Prime Blueprint,20.00,Uncommon
Axi N3 Relic (Flawless),Axi,N3,Flawless,Forma Blueprint,20.00,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Nekros Prime Blueprint,10.00,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Volt Prime Blueprint,20.00,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Bronco Prime Barrel,20.00,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Paris Prime Upper Limb,16.67,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Dual Kamas Prime Blueprint,16.67,Uncommon
Axi N3 Relic (Radiant),Axi,N3,Radiant,Forma Blueprint,16.67,Uncommon
Axi N4 Relic,Axi,N4,Intact,Nikana Prime Hilt,2.00,Rare
Axi N4 Relic,Axi,N4,Intact,Hydroid Prime Neuroptics Blueprint,11.00,Uncommon
